date,cash,value,000777.SZ_volume_1,002573.SZ_volume_2,300726.SZ_volume_1_x,600776.SH_volume_2,002936.SZ_volume_1,601577.SH_volume_2,300726.SZ_volume_1_y,603220.SH_volume_2,002234.SZ_volume_1_x,002746.SZ_volume_2,002234.SZ_volume_1_y,300761.SZ_volume_2_x,601288.SH_volume_1,601398.SH_volume_2,000795.SZ_volume_1_x,000831.SZ_volume_2,002746.SZ_volume_1,300761.SZ_volume_2_y,600446.SH_volume_1,603383.SH_volume_2,600868.SH_volume_1,601016.SH_volume_2_x,000795.SZ_volume_1_y,600259.SH_volume_2,002564.SZ_volume_1,002689.SZ_volume_2,000563.SZ_volume_1,600705.SH_volume_2,601198.SH_volume_1,601377.SH_volume_2,002057.SZ_volume_1_x,002937.SZ_volume_2,600522.SH_volume_1,601179.SH_volume_2,000862.SZ_volume_1,601016.SH_volume_2_y,300726.SZ_volume_1,603421.SH_volume_2,002057.SZ_volume_1_y,300726.SZ_volume_2,rev
2020-08-25,121925451.72244878,138496803.71137172,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.012256819793696638
2020-08-26,121925451.72244878,150149010.8489417,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.08413340109893985
2020-08-27,121925451.72244878,150420047.30344668,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.0018051164837684652
2020-08-28,121925451.72244878,139427269.08326876,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.07308053957729366
2020-08-31,174724173.20486292,129107601.28210095,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.07401470221011575
2020-09-01,174724173.20486292,124930826.44078486,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.03235111488276987
2020-09-02,174724173.20486292,130200489.0282619,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.04218064298145641
2020-09-03,174724173.20486292,127359788.14103884,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.021817897217010107
2020-09-04,174724173.20486292,130149766.04131685,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.02190626995381284
2020-09-07,174724173.20486292,142413408.25559682,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.09422715527884074
2020-09-08,174724173.20486292,143242442.80519986,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.005821323706509007
2020-09-09,174724173.20486292,147494153.83355695,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.02968192209720355
2020-09-10,174724173.20486292,147860961.91497782,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.0024869330199677186
2020-09-11,175012913.074567,160089794.250225,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,230000.0,-251900.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.08270494237876624
2020-09-14,175012913.074567,157395474.90152597,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,230000.0,-251900.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.016830050668237728
2020-09-15,175012913.074567,159575044.5691749,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,230000.0,-251900.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.013847727636468354
2020-09-16,175012913.074567,155792514.47379994,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,230000.0,-251900.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.023703769631317484
2020-09-17,175012913.074567,154073394.9238699,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,230000.0,-251900.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,0.0,0.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.011034673621749258
